Date,State,Number of Confirmed Cases
3/14/22,California,9046685
3/15/22,California,9048516
3/16/22,California,9052223
3/17/22,California,9058367
3/18/22,California,9062571
3/19/22,California,9065826
3/20/22,California,9070486
3/21/22,California,9075986
3/22/22,California,9078991
3/23/22,California,9082947
3/24/22,California,9086497
3/25/22,California,9088458
3/26/22,California,9089495
3/27/22,California,9092879
3/28/22,California,9095691
3/29/22,California,9097538
3/30/22,California,9101324
3/31/22,California,9105856
4/1/22,California,9108006
4/2/22,California,9108089
4/3/22,California,9108159
4/4/22,California,9115171
4/5/22,California,9117731
4/6/22,California,9119066
4/7/22,California,9126848
4/8/22,California,9131955
4/9/22,California,9132057
4/10/22,California,9132178
4/11/22,California,9135117
4/12/22,California,9144125
4/13/22,California,9145300
4/14/22,California,9152592
4/15/22,California,9155252
4/16/22,California,9155394
4/17/22,California,9155528
4/18/22,California,9166657
4/19/22,California,9169841
4/20/22,California,9171328
4/21/22,California,9183820
4/22/22,California,9188942
4/23/22,California,9189180
4/24/22,California,9189424
4/25/22,California,9206613
4/26/22,California,9211515
4/27/22,California,9213599
4/28/22,California,9227535
4/29/22,California,9233216
4/30/22,California,9233513
5/1/22,California,9233824
5/2/22,California,9254558
5/3/22,California,9260844
5/4/22,California,9263950
5/5/22,California,9277453
5/6/22,California,9288518
5/7/22,California,9288877
5/8/22,California,9289233
5/9/22,California,9315307
5/10/22,California,9323514
5/11/22,California,9327353
5/12/22,California,9341063
5/13/22,California,9350227
5/14/22,California,9350690
5/15/22,California,9351224
5/16/22,California,9391631
5/17/22,California,9403077
5/18/22,California,9408513
5/19/22,California,9437238
5/20/22,California,9449088
5/21/22,California,9449624
5/22/22,California,9450215
5/23/22,California,9495416
5/24/22,California,9509669
5/25/22,California,9515059
5/26/22,California,9545939
5/27/22,California,9560987
5/28/22,California,9561582
5/29/22,California,9562084
5/30/22,California,9606911
5/31/22,California,9620754
6/1/22,California,9626497
6/2/22,California,9650622
6/3/22,California,9664724
6/4/22,California,9665332
6/5/22,California,9665940
6/6/22,California,9720479
6/7/22,California,9737549
6/8/22,California,9744810
6/9/22,California,9776889
6/10/22,California,9794083
6/11/22,California,9794650
6/12/22,California,9795234
6/13/22,California,9843288
6/14/22,California,9858740
6/15/22,California,9865332
6/16/22,California,9883863
6/17/22,California,9898186
6/18/22,California,9898717
6/19/22,California,9899221
6/20/22,California,9953673
6/21/22,California,9964388
6/22/22,California,9970882
6/23/22,California,10003981
6/24/22,California,10025084
6/25/22,California,10025724
6/26/22,California,10026320
6/27/22,California,10075596
6/28/22,California,10093404
6/29/22,California,10100932
6/30/22,California,10137763
7/1/22,California,10156548
7/2/22,California,10157296
7/3/22,California,10157936
7/4/22,California,10209429
7/5/22,California,10227472
7/6/22,California,10233676
7/7/22,California,10261961
7/8/22,California,10273918
7/9/22,California,10274660
7/10/22,California,10275433
7/11/22,California,10343229
7/12/22,California,10364905
7/13/22,California,10372812
7/14/22,California,10412933
7/15/22,California,10427575
7/16/22,California,10437680
7/17/22,California,10438425
7/18/22,California,10494091
7/19/22,California,10513081
7/20/22,California,10520987
7/21/22,California,10557185
7/22/22,California,10579185
7/23/22,California,10579890
7/24/22,California,10580501
7/25/22,California,10629289
7/26/22,California,10647649
7/27/22,California,10656227
7/28/22,California,10689221
7/29/22,California,10708558
7/30/22,California,10709163
7/31/22,California,10709750
8/1/22,California,10754451
8/2/22,California,10771434
8/3/22,California,10779070
8/4/22,California,10805856
8/5/22,California,10820761
8/6/22,California,10821291
8/7/22,California,10821771
8/8/22,California,10857941
8/9/22,California,10862205
8/10/22,California,10875351
8/11/22,California,10897500
8/12/22,California,10911026
8/13/22,California,10911447
8/14/22,California,10911903
8/15/22,California,10943737
8/16/22,California,10955296
8/17/22,California,10960863
8/18/22,California,10980365
8/19/22,California,10988640
8/20/22,California,10989058
8/21/22,California,10989498
8/22/22,California,11021459
8/23/22,California,11031746
8/24/22,California,11036416
8/25/22,California,11053961
8/26/22,California,11064846
8/27/22,California,11065219
8/28/22,California,11065583
8/29/22,California,11089229
8/30/22,California,11097626
8/31/22,California,11101522
9/1/22,California,11117272
9/2/22,California,11126643
9/3/22,California,11126921
9/4/22,California,11127169
9/5/22,California,11144921
9/6/22,California,11151190
9/7/22,California,11153483
9/8/22,California,11164628
9/9/22,California,11169156
9/10/22,California,11171256
9/11/22,California,11171445
9/12/22,California,11176470
9/13/22,California,11192101
9/14/22,California,11194190
9/15/22,California,11201532
9/16/22,California,11204426
9/17/22,California,11204597
9/18/22,California,11204787
9/19/22,California,11208651
9/20/22,California,11225201
9/21/22,California,11226895
9/22/22,California,11235294
9/23/22,California,11238070
9/24/22,California,11238233
9/25/22,California,11238396
9/26/22,California,11241914
9/27/22,California,11258549
9/28/22,California,11260100
9/29/22,California,11267706
9/30/22,California,11270481
10/1/22,California,11270521
10/2/22,California,11270572
10/3/22,California,11273099
10/4/22,California,11287711
10/5/22,California,11288800
10/6/22,California,11292211
10/7/22,California,11299157
10/8/22,California,11299186
10/9/22,California,11299215
10/10/22,California,11299273
10/11/22,California,11313446
10/12/22,California,11314343
10/13/22,California,11320379
10/14/22,California,11322022
10/15/22,California,11322058
10/16/22,California,11322102
10/17/22,California,11323746
10/18/22,California,11334463
10/19/22,California,11336819
10/20/22,California,11341544
10/21/22,California,11343049
10/22/22,California,11343079
10/23/22,California,11343121
10/24/22,California,11347383
10/25/22,California,11358591
10/26/22,California,11359902
10/27/22,California,11364842
10/28/22,California,11366558
10/29/22,California,11366585
10/30/22,California,11366631
10/31/22,California,11369221
11/1/22,California,11380925
11/2/22,California,11382363
11/3/22,California,11387419
11/4/22,California,11389476
11/5/22,California,11389525
11/6/22,California,11389566
11/7/22,California,11392654
11/8/22,California,11406430
11/9/22,California,11409201
11/10/22,California,11413389
11/11/22,California,11414056
11/12/22,California,11414090
11/13/22,California,11414144
11/14/22,California,11420392
11/15/22,California,11439890
11/16/22,California,11443111
11/17/22,California,11450181
11/18/22,California,11452870
11/19/22,California,11452903
11/20/22,California,11452930
11/21/22,California,11457905
11/22/22,California,11479237
11/23/22,California,11482478
11/24/22,California,11487762
11/25/22,California,11493489
11/26/22,California,11493507
11/27/22,California,11493515
11/28/22,California,11498944
11/29/22,California,11520425
11/30/22,California,11525160
12/1/22,California,11534103
12/2/22,California,11543431
12/3/22,California,11543431
12/4/22,California,11543431
12/5/22,California,11553471
12/6/22,California,11594978
12/7/22,California,11600085
12/8/22,California,11616570
1/22/20,Colorado,0
1/23/20,Colorado,0
1/24/20,Colorado,0
1/25/20,Colorado,0
1/26/20,Colorado,0
1/27/20,Colorado,0
1/28/20,Colorado,0
1/29/20,Colorado,0
1/30/20,Colorado,0
1/31/20,Colorado,0
2/1/20,Colorado,0
2/2/20,Colorado,0
2/3/20,Colorado,0
2/4/20,Colorado,0
2/5/20,Colorado,0
2/6/20,Colorado,0
2/7/20,Colorado,0
2/8/20,Colorado,0
2/9/20,Colorado,0
2/10/20,Colorado,0
2/11/20,Colorado,0
2/12/20,Colorado,0
2/13/20,Colorado,0
2/14/20,Colorado,0
2/15/20,Colorado,0
2/16/20,Colorado,0
2/17/20,Colorado,0
2/18/20,Colorado,0
2/19/20,Colorado,0
2/20/20,Colorado,0
2/21/20,Colorado,0
2/22/20,Colorado,0
2/23/20,Colorado,0
2/24/20,Colorado,0
2/25/20,Colorado,0
2/26/20,Colorado,0
2/27/20,Colorado,0
2/28/20,Colorado,0
2/29/20,Colorado,0
3/1/20,Colorado,0
3/2/20,Colorado,0
3/3/20,Colorado,0
3/4/20,Colorado,0
3/5/20,Colorado,2
3/6/20,Colorado,8
3/7/20,Colorado,8
3/8/20,Colorado,8
3/9/20,Colorado,12
3/10/20,Colorado,17
3/11/20,Colorado,34
3/12/20,Colorado,49
3/13/20,Colorado,78
3/14/20,Colorado,103
3/15/20,Colorado,136
3/16/20,Colorado,161
3/17/20,Colorado,183
3/18/20,Colorado,216
3/19/20,Colorado,278
3/20/20,Colorado,364
3/21/20,Colorado,475
3/22/20,Colorado,595
3/23/20,Colorado,723
3/24/20,Colorado,912
3/25/20,Colorado,1087
3/26/20,Colorado,1430
3/27/20,Colorado,1738
3/28/20,Colorado,2061
3/29/20,Colorado,2308
3/30/20,Colorado,2627
3/31/20,Colorado,2966
4/1/20,Colorado,7621
4/2/20,Colorado,7982
4/3/20,Colorado,8422
4/4/20,Colorado,8742
4/5/20,Colorado,9037
4/6/20,Colorado,9479
4/7/20,Colorado,9839
4/8/20,Colorado,10246
4/9/20,Colorado,10660
4/10/20,Colorado,11111
4/11/20,Colorado,11477
4/12/20,Colorado,11821
4/13/20,Colorado,12306
4/14/20,Colorado,12734
4/15/20,Colorado,13218
4/16/20,Colorado,13583
4/17/20,Colorado,14029
4/18/20,Colorado,14381
4/19/20,Colorado,14677
4/20/20,Colorado,15246
4/21/20,Colorado,15855
4/22/20,Colorado,16338
4/23/20,Colorado,16810
4/24/20,Colorado,17320
4/25/20,Colorado,17709
4/26/20,Colorado,18076
4/27/20,Colorado,18602
4/28/20,Colorado,18993
4/29/20,Colorado,19383
4/30/20,Colorado,19767
5/1/20,Colorado,20230
5/2/20,Colorado,20507
5/3/20,Colorado,20763
5/4/20,Colorado,21263
5/5/20,Colorado,21744
5/6/20,Colorado,22117
5/7/20,Colorado,22541
5/8/20,Colorado,22952
5/9/20,Colorado,23191
5/10/20,Colorado,23465
5/11/20,Colorado,23822
5/12/20,Colorado,24204
5/13/20,Colorado,24575
5/14/20,Colorado,24927
5/15/20,Colorado,25297
5/16/20,Colorado,25533
5/17/20,Colorado,25737
5/18/20,Colorado,26084
5/19/20,Colorado,26410
5/20/20,Colorado,26735
5/21/20,Colorado,27070
5/22/20,Colorado,27369
5/23/20,Colorado,27542
5/24/20,Colorado,27690
5/25/20,Colorado,27865
5/26/20,Colorado,28128
5/27/20,Colorado,28369
5/28/20,Colorado,28585
5/29/20,Colorado,28771
5/30/20,Colorado,28891
5/31/20,Colorado,29015
6/1/20,Colorado,29228
6/2/20,Colorado,29409
6/3/20,Colorado,29611
6/4/20,Colorado,29784
6/5/20,Colorado,29937
6/6/20,Colorado,30055
6/7/20,Colorado,30190
6/8/20,Colorado,30388
6/9/20,Colorado,30568
6/10/20,Colorado,30778
6/11/20,Colorado,30958
6/12/20,Colorado,31129
6/13/20,Colorado,31295
6/14/20,Colorado,31458
6/15/20,Colorado,31733
6/16/20,Colorado,31966
6/17/20,Colorado,32227
6/18/20,Colorado,32471
6/19/20,Colorado,32689
6/20/20,Colorado,32887
6/21/20,Colorado,33100
6/22/20,Colorado,33458
6/23/20,Colorado,33803
6/24/20,Colorado,34123
6/25/20,Colorado,34502
6/26/20,Colorado,34843
6/27/20,Colorado,35133
6/28/20,Colorado,35406
6/29/20,Colorado,35863
6/30/20,Colorado,36281
7/1/20,Colorado,36806
7/2/20,Colorado,37261
7/3/20,Colorado,37661
7/4/20,Colorado,37985
7/5/20,Colorado,38402
7/6/20,Colorado,39067
7/7/20,Colorado,39666
7/8/20,Colorado,40299
7/9/20,Colorado,40858
7/10/20,Colorado,41406
7/11/20,Colorado,41787
7/12/20,Colorado,42192
7/13/20,Colorado,42778
7/14/20,Colorado,43301
7/15/20,Colorado,44034
7/16/20,Colorado,44551
7/17/20,Colorado,45137
7/18/20,Colorado,45566
7/19/20,Colorado,45976
7/20/20,Colorado,46619
7/21/20,Colorado,47202
7/22/20,Colorado,47743
7/23/20,Colorado,48250
7/24/20,Colorado,48713
7/25/20,Colorado,49067
7/26/20,Colorado,49397
7/27/20,Colorado,49905
7/28/20,Colorado,50377
7/29/20,Colorado,50788
7/30/20,Colorado,51142
7/31/20,Colorado,51540
8/1/20,Colorado,51819
8/2/20,Colorado,52051
8/3/20,Colorado,52520
8/4/20,Colorado,52922
8/5/20,Colorado,53304
8/6/20,Colorado,53626
8/7/20,Colorado,53936
8/8/20,Colorado,54204
8/9/20,Colorado,54434
8/10/20,Colorado,54841
8/11/20,Colorado,55164
8/12/20,Colorado,55462
8/13/20,Colorado,55723
8/14/20,Colorado,56001
8/15/20,Colorado,56224
8/16/20,Colorado,56473
8/17/20,Colorado,56818
8/18/20,Colorado,57167
8/19/20,Colorado,57462
8/20/20,Colorado,57790
8/21/20,Colorado,58107
8/22/20,Colorado,58355
8/23/20,Colorado,58598
8/24/20,Colorado,58965
8/25/20,Colorado,59305
8/26/20,Colorado,59609
8/27/20,Colorado,59871
8/28/20,Colorado,60145
8/29/20,Colorado,60357
8/30/20,Colorado,60568
8/31/20,Colorado,60938
9/1/20,Colorado,61276
9/2/20,Colorado,61666
9/3/20,Colorado,61989
9/4/20,Colorado,62308
9/5/20,Colorado,62595
9/6/20,Colorado,62829
9/7/20,Colorado,63180
9/8/20,Colorado,63719
9/9/20,Colorado,64154
9/10/20,Colorado,64599
9/11/20,Colorado,65103
9/12/20,Colorado,65512
9/13/20,Colorado,65935
9/14/20,Colorado,66660
9/15/20,Colorado,67314
9/16/20,Colorado,67962
9/17/20,Colorado,68543
9/18/20,Colorado,69173
9/19/20,Colorado,69619
9/20/20,Colorado,70093
9/21/20,Colorado,70873
9/22/20,Colorado,71544
9/23/20,Colorado,72259
9/24/20,Colorado,72871
9/25/20,Colorado,73461
9/26/20,Colorado,73943
9/27/20,Colorado,74423
9/28/20,Colorado,75172
9/29/20,Colorado,75942
9/30/20,Colorado,76720
10/1/20,Colorado,77513
10/2/20,Colorado,78273
10/3/20,Colorado,78963
10/4/20,Colorado,79688
10/5/20,Colorado,80766
10/6/20,Colorado,81831
10/7/20,Colorado,82944
10/8/20,Colorado,84107
10/9/20,Colorado,85180
10/10/20,Colorado,86011
10/11/20,Colorado,86751
10/12/20,Colorado,88221
10/13/20,Colorado,89738
10/14/20,Colorado,91074
10/15/20,Colorado,92478
10/16/20,Colorado,93888
10/17/20,Colorado,94948
10/18/20,Colorado,95946
10/19/20,Colorado,97892
10/20/20,Colorado,99854
10/21/20,Colorado,101720
10/22/20,Colorado,103637
10/23/20,Colorado,105391
10/24/20,Colorado,106826
10/25/20,Colorado,107872
10/26/20,Colorado,110061
10/27/20,Colorado,113193
10/28/20,Colorado,116482
10/29/20,Colorado,119684
10/30/20,Colorado,122731
10/31/20,Colorado,125009
11/1/20,Colorado,127800
11/2/20,Colorado,132236
11/3/20,Colorado,136839
11/4/20,Colorado,141591
11/5/20,Colorado,146863
11/6/20,Colorado,152269
11/7/20,Colorado,155780
11/8/20,Colorado,158482
11/9/20,Colorado,164675
11/10/20,Colorado,171268
11/11/20,Colorado,177100
11/12/20,Colorado,183092
11/13/20,Colorado,188818
11/14/20,Colorado,192591
11/15/20,Colorado,195516
11/16/20,Colorado,202694
11/17/20,Colorado,209513
11/18/20,Colorado,215561
11/19/20,Colorado,221219
11/20/20,Colorado,226537
11/21/20,Colorado,230213
11/22/20,Colorado,232728
11/23/20,Colorado,239518
11/24/20,Colorado,244928
11/25/20,Colorado,250199
11/26/20,Colorado,251688
11/27/20,Colorado,256568
11/28/20,Colorado,259968
11/29/20,Colorado,262718
11/30/20,Colorado,270659
12/1/20,Colorado,276655
12/2/20,Colorado,281427
12/3/20,Colorado,286667
12/4/20,Colorado,291569
12/5/20,Colorado,294405
12/6/20,Colorado,296410
12/7/20,Colorado,301539
12/8/20,Colorado,305809
12/9/20,Colorado,309341
12/10/20,Colorado,312784
12/11/20,Colorado,315525
12/12/20,Colorado,317533
12/13/20,Colorado,319132
12/14/20,Colorado,322727
12/15/20,Colorado,325896
12/16/20,Colorado,328676
12/17/20,Colorado,331315
12/18/20,Colorado,333600
12/19/20,Colorado,335119
12/20/20,Colorado,336393
12/21/20,Colorado,339323
12/22/20,Colorado,341663
12/23/20,Colorado,344023
12/24/20,Colorado,345643
12/25/20,Colorado,346637
12/26/20,Colorado,348600
12/27/20,Colorado,350181
12/28/20,Colorado,353341
12/29/20,Colorado,355786
12/30/20,Colorado,358751
12/31/20,Colorado,361021
1/1/21,Colorado,362438
1/2/21,Colorado,364645
1/3/21,Colorado,366506
1/4/21,Colorado,370153
1/5/21,Colorado,372864
1/6/21,Colorado,375570
1/7/21,Colorado,377832
1/8/21,Colorado,379957
1/9/21,Colorado,381434
1/10/21,Colorado,382724
1/11/21,Colorado,385126
1/12/21,Colorado,387104
1/13/21,Colorado,388946
1/14/21,Colorado,390732
1/15/21,Colorado,392415
1/16/21,Colorado,393670
1/17/21,Colorado,394755
1/18/21,Colorado,396402
1/19/21,Colorado,398202
1/20/21,Colorado,399884
1/21/21,Colorado,401398
1/22/21,Colorado,402891
1/23/21,Colorado,403935
1/24/21,Colorado,404901
1/25/21,Colorado,406566
1/26/21,Colorado,407970
1/27/21,Colorado,409401
1/28/21,Colorado,410805
1/29/21,Colorado,412107
1/30/21,Colorado,413104
1/31/21,Colorado,413971
2/1/21,Colorado,415482
2/2/21,Colorado,416872
2/3/21,Colorado,418176
2/4/21,Colorado,419394
2/5/21,Colorado,420625
2/6/21,Colorado,421521
2/7/21,Colorado,422335
2/8/21,Colorado,423688
2/9/21,Colorado,424949
2/10/21,Colorado,426126
2/11/21,Colorado,427250
2/12/21,Colorado,428343
2/13/21,Colorado,429127
2/14/21,Colorado,429864
2/15/21,Colorado,431118
2/16/21,Colorado,432394
2/17/21,Colorado,433682
2/18/21,Colorado,434600
2/19/21,Colorado,435600
2/20/21,Colorado,436473
2/21/21,Colorado,437258
2/22/21,Colorado,438538
2/23/21,Colorado,439603
2/24/21,Colorado,440766
2/25/21,Colorado,441690
2/26/21,Colorado,442738
2/27/21,Colorado,443525
2/28/21,Colorado,444258
3/1/21,Colorado,445512
3/2/21,Colorado,446542
3/3/21,Colorado,447634
3/4/21,Colorado,448528
3/5/21,Colorado,449488
3/6/21,Colorado,450316
3/7/21,Colorado,451100
3/8/21,Colorado,452387
3/9/21,Colorado,453550
3/10/21,Colorado,454738
3/11/21,Colorado,455667
3/12/21,Colorado,456641
3/13/21,Colorado,457333
3/14/21,Colorado,457838
3/15/21,Colorado,458793
3/16/21,Colorado,460127
3/17/21,Colorado,461365
3/18/21,Colorado,462425
3/19/21,Colorado,463487
3/20/21,Colorado,464339
3/21/21,Colorado,465170
3/22/21,Colorado,466487
3/23/21,Colorado,467763
3/24/21,Colorado,469062
3/25/21,Colorado,470198
3/26/21,Colorado,471382
3/27/21,Colorado,472409
3/28/21,Colorado,473420
3/29/21,Colorado,475034
3/30/21,Colorado,476528
3/31/21,Colorado,478174
4/1/21,Colorado,479774
4/2/21,Colorado,481281
4/3/21,Colorado,482469
4/4/21,Colorado,483633
4/5/21,Colorado,485667
4/6/21,Colorado,487500
4/7/21,Colorado,489397
4/8/21,Colorado,491062
4/9/21,Colorado,492664
4/10/21,Colorado,493929
4/11/21,Colorado,495033
4/12/21,Colorado,496994
4/13/21,Colorado,498749
4/14/21,Colorado,500456
4/15/21,Colorado,502193
4/16/21,Colorado,503751
4/17/21,Colorado,505072
4/18/21,Colorado,506327
4/19/21,Colorado,508434
4/20/21,Colorado,510264
4/21/21,Colorado,512122
4/22/21,Colorado,513950
4/23/21,Colorado,515607
4/24/21,Colorado,516842
4/25/21,Colorado,518043
4/26/21,Colorado,520082
4/27/21,Colorado,521837
4/28/21,Colorado,523656
4/29/21,Colorado,525301
4/30/21,Colorado,526708
5/1/21,Colorado,527929
5/2/21,Colorado,528930
5/3/21,Colorado,530664
5/4/21,Colorado,532010
5/5/21,Colorado,533396
5/6/21,Colorado,534712
5/7/21,Colorado,535878
5/8/21,Colorado,536748
5/9/21,Colorado,537540
5/10/21,Colorado,538859
5/11/21,Colorado,539944
5/12/21,Colorado,540982
5/13/21,Colorado,541966
5/14/21,Colorado,542915
5/15/21,Colorado,543598
5/16/21,Colorado,544169
5/17/21,Colorado,545149
5/18/21,Colorado,545972
5/19/21,Colorado,546686
5/20/21,Colorado,547418
5/21/21,Colorado,548082
5/22/21,Colorado,548617
5/23/21,Colorado,549049
5/24/21,Colorado,549806
5/25/21,Colorado,550416
5/26/21,Colorado,551024
5/27/21,Colorado,551550
5/28/21,Colorado,552037
5/29/21,Colorado,552383
5/30/21,Colorado,552717
5/31/21,Colorado,553078
6/1/21,Colorado,553723
6/2/21,Colorado,554174
6/3/21,Colorado,554603
6/4/21,Colorado,555043
6/5/21,Colorado,555326
6/6/21,Colorado,555581
6/7/21,Colorado,556017
6/8/21,Colorado,556371
6/9/21,Colorado,556711
6/10/21,Colorado,557043
6/11/21,Colorado,557339
6/12/21,Colorado,557604
6/13/21,Colorado,557833
6/14/21,Colorado,558188
6/15/21,Colorado,558494
6/16/21,Colorado,558804
6/17/21,Colorado,559103
6/18/21,Colorado,559380
6/19/21,Colorado,559608
6/20/21,Colorado,559852
6/21/21,Colorado,560252
6/22/21,Colorado,560607
6/23/21,Colorado,560944
6/24/21,Colorado,561254
6/25/21,Colorado,561576
6/26/21,Colorado,561837
6/27/21,Colorado,562105
6/28/21,Colorado,562521
6/29/21,Colorado,562915
6/30/21,Colorado,563293
7/1/21,Colorado,563627
7/2/21,Colorado,563989
7/3/21,Colorado,564296
7/4/21,Colorado,564540
7/5/21,Colorado,564974
7/6/21,Colorado,565484
7/7/21,Colorado,565954
7/8/21,Colorado,566409
7/9/21,Colorado,566860
7/10/21,Colorado,567247
7/11/21,Colorado,567624
7/12/21,Colorado,568189
7/13/21,Colorado,568691
7/14/21,Colorado,569240
7/15/21,Colorado,569749
7/16/21,Colorado,570281
7/17/21,Colorado,570784
7/18/21,Colorado,571290
7/19/21,Colorado,572054
7/20/21,Colorado,572765
7/21/21,Colorado,573527
7/22/21,Colorado,574200
7/23/21,Colorado,574901
7/24/21,Colorado,575514
7/25/21,Colorado,576168
7/26/21,Colorado,577154
7/27/21,Colorado,578106
7/28/21,Colorado,579012
7/29/21,Colorado,579888
7/30/21,Colorado,580808
7/31/21,Colorado,581591
8/1/21,Colorado,582404
8/2/21,Colorado,583776
8/3/21,Colorado,584991
8/4/21,Colorado,586151
8/5/21,Colorado,587304
8/6/21,Colorado,588409
8/7/21,Colorado,589299
8/8/21,Colorado,590116
8/9/21,Colorado,591535
8/10/21,Colorado,592836
8/11/21,Colorado,594183
8/12/21,Colorado,595592
8/13/21,Colorado,596935
8/14/21,Colorado,598052
8/15/21,Colorado,599137
8/16/21,Colorado,600997
8/17/21,Colorado,602719
8/18/21,Colorado,604501
8/19/21,Colorado,606263
8/20/21,Colorado,607997
8/21/21,Colorado,609311
8/22/21,Colorado,610479
8/23/21,Colorado,612783
8/24/21,Colorado,614777
8/25/21,Colorado,616745
8/26/21,Colorado,618566
8/27/21,Colorado,620346
8/28/21,Colorado,621601
8/29/21,Colorado,622776
8/30/21,Colorado,625109
8/31/21,Colorado,627280
9/1/21,Colorado,629580
9/2/21,Colorado,631715
9/3/21,Colorado,633608
9/4/21,Colorado,635011
9/5/21,Colorado,636203
9/6/21,Colorado,637551
9/7/21,Colorado,640292
9/8/21,Colorado,642679
9/9/21,Colorado,644828
9/10/21,Colorado,646862
9/11/21,Colorado,648202
9/12/21,Colorado,649431
9/13/21,Colorado,651894
9/14/21,Colorado,654025
9/15/21,Colorado,656265
9/16/21,Colorado,658298
9/17/21,Colorado,660207
9/18/21,Colorado,661499
9/19/21,Colorado,662637
9/20/21,Colorado,665085
9/21/21,Colorado,666966
9/22/21,Colorado,668954
9/23/21,Colorado,670886
9/24/21,Colorado,672749
9/25/21,Colorado,674109
9/26/21,Colorado,675427
9/27/21,Colorado,678012
9/28/21,Colorado,680317
9/29/21,Colorado,682532
9/30/21,Colorado,684647
10/1/21,Colorado,686890
10/2/21,Colorado,688452
10/3/21,Colorado,689904
10/4/21,Colorado,692747
10/5/21,Colorado,695277
10/6/21,Colorado,697805
10/7/21,Colorado,700103
10/8/21,Colorado,702239
10/9/21,Colorado,703733
10/10/21,Colorado,705064
10/11/21,Colorado,707755
10/12/21,Colorado,710099
10/13/21,Colorado,712515
10/14/21,Colorado,714882
10/15/21,Colorado,717080
10/16/21,Colorado,718672
10/17/21,Colorado,720184
10/18/21,Colorado,723194
10/19/21,Colorado,725863
10/20/21,Colorado,728824
10/21/21,Colorado,731416
10/22/21,Colorado,734282
10/23/21,Colorado,736145
10/24/21,Colorado,737930
10/25/21,Colorado,741742
10/26/21,Colorado,745168
10/27/21,Colorado,748530
10/28/21,Colorado,751787
10/29/21,Colorado,754817
10/30/21,Colorado,756780
10/31/21,Colorado,758465
11/1/21,Colorado,762463
11/2/21,Colorado,766147
11/3/21,Colorado,770069
11/4/21,Colorado,774030
11/5/21,Colorado,777615
11/6/21,Colorado,780016
11/7/21,Colorado,782159
11/8/21,Colorado,786938
11/9/21,Colorado,790911
11/10/21,Colorado,795025
11/11/21,Colorado,798838
11/12/21,Colorado,802512
11/13/21,Colorado,804730
11/14/21,Colorado,806690
11/15/21,Colorado,811185
11/16/21,Colorado,814969
11/17/21,Colorado,818573
11/18/21,Colorado,821892
11/19/21,Colorado,825005
11/20/21,Colorado,826833
11/21/21,Colorado,828500
11/22/21,Colorado,831942
11/23/21,Colorado,834894
11/24/21,Colorado,837578
11/25/21,Colorado,838685
11/26/21,Colorado,841378
11/27/21,Colorado,843236
11/28/21,Colorado,845167
11/29/21,Colorado,849008
11/30/21,Colorado,851975
12/1/21,Colorado,854994
12/2/21,Colorado,857458
12/3/21,Colorado,859636
12/4/21,Colorado,861213
12/5/21,Colorado,862489
12/6/21,Colorado,865140
12/7/21,Colorado,867240
12/8/21,Colorado,869124
12/9/21,Colorado,870893
12/10/21,Colorado,872483
12/11/21,Colorado,873520
12/12/21,Colorado,874593
12/13/21,Colorado,876792
12/14/21,Colorado,878815
12/15/21,Colorado,880624
12/16/21,Colorado,883010
12/17/21,Colorado,885412
12/18/21,Colorado,887207
12/19/21,Colorado,888917
12/20/21,Colorado,894080
12/21/21,Colorado,900169
12/22/21,Colorado,908143
12/23/21,Colorado,916163
12/24/21,Colorado,920999
12/25/21,Colorado,922625
12/26/21,Colorado,928177
12/27/21,Colorado,943843
12/28/21,Colorado,960323
12/29/21,Colorado,977043
12/30/21,Colorado,992850
12/31/21,Colorado,1001343
1/1/22,Colorado,1004704
1/2/22,Colorado,1015092
1/3/22,Colorado,1038681
1/4/22,Colorado,1062911
1/5/22,Colorado,1085313
1/6/22,Colorado,1101826
1/7/22,Colorado,1121688
1/8/22,Colorado,1131789
1/9/22,Colorado,1140106
1/10/22,Colorado,1162616
1/11/22,Colorado,1182619
1/12/22,Colorado,1201031
1/13/22,Colorado,1218331
1/14/22,Colorado,1232310
1/15/22,Colorado,1240157
1/16/22,Colorado,1246508
1/17/22,Colorado,1260748
1/18/22,Colorado,1277202
1/19/22,Colorado,1289702
1/20/22,Colorado,1301903
1/21/22,Colorado,1312046
1/22/22,Colorado,1317514
1/23/22,Colorado,1321902
1/24/22,Colorado,1333322
1/25/22,Colorado,1340653
1/26/22,Colorado,1348233
1/27/22,Colorado,1354501
1/28/22,Colorado,1359934
1/29/22,Colorado,1362881
1/30/22,Colorado,1365302
1/31/22,Colorado,1371233
2/1/22,Colorado,1375453
2/2/22,Colorado,1377542
2/3/22,Colorado,1380952
2/4/22,Colorado,1383825
2/5/22,Colorado,1385309
2/6/22,Colorado,1386597
2/7/22,Colorado,1389574
2/8/22,Colorado,1391694
2/9/22,Colorado,1393600
2/10/22,Colorado,1395300
2/11/22,Colorado,1396697
2/12/22,Colorado,1397447
2/13/22,Colorado,1398195
2/14/22,Colorado,1399773
2/15/22,Colorado,1401036
2/16/22,Colorado,1402149
2/17/22,Colorado,1403113
2/18/22,Colorado,1403934
2/19/22,Colorado,1404491
2/20/22,Colorado,1404994
2/21/22,Colorado,1405817
2/22/22,Colorado,1406545
2/23/22,Colorado,1407102
2/24/22,Colorado,1407833
2/25/22,Colorado,1408355
2/26/22,Colorado,1408661
